"","ID","start","end","pos_x","pos_y","player","team","action","hypotenuse","angle","xG"
"889",8,725,737,17.97,-5.53,"Cole-Ashbury Rhys","Carleton Ravens",0,18.8016435451798,-0.298538035328388,0.0294579749798314
"890",9,825,837,9.53,1.4,"Smythe Emily","Carleton Ravens",0,9.6322842566029,0.145861209437395,0.107453818574879
"891",10,923,935,21.08,10.41,"Andrews Samantha","Carleton Ravens",0,23.5103062506638,0.4587018627559,0.0176676423559419
"892",11,1030,1042,8.16,-5.44,"Clavelle Alexe","University of Ottawa Gee-Gees",0,9.80709946926205,-0.588002603547568,0.0928836932275344
"893",12,1045,1057,14.21,-6.86,"MacLean Kate","University of Ottawa Gee-Gees",0,15.7792173443425,-0.449759613069839,0.043256896422948
"894",13,1054,1066,4.58,1.78,"Gareau Sophie","University of Ottawa Gee-Gees",0,4.9137358496362,0.370680540659829,0.196441142118391
"895",14,1211,1223,9.72,-6.2,"Grosso Jackie","Carleton Ravens",0,11.5290242431873,-0.567793613076837,0.074585774565787
"896",15,1257,1269,8.62,-3.82,"Smythe Emily","Carleton Ravens",0,9.42850995650956,-0.417147440053668,0.10033426665884
"897",16,1355,1367,18.98,7.66,"Unis-Thibault Hanna","Carleton Ravens",0,20.4674375533431,0.383591106939705,0.0265306680283546
"898",17,1404,1416,6.97,-0.119999999999999,"Birkby Katherine","University of Ottawa Gee-Gees",0,6.97103292202813,-0.0172149419794399,0.14532827134733
"899",18,1679,1691,11.28,4.43,"Lalonde Kylie","University of Ottawa Gee-Gees",0,12.1187169287842,0.374223897709755,0.0812548136447941
"900",19,1746,1758,9.17,-2.59,"Fillion Alice","University of Ottawa Gee-Gees",0,9.52874598255196,-0.275272423045639,0.101456793532526
"901",20,1920,1932,7.7,-4.96,"Scott Taylor","University of Ottawa Gee-Gees",0,9.15923577598044,-0.572255873697699,0.101151481257168
"902",21,1922,1934,6.78,1.4,"Birkby Katherine","University of Ottawa Gee-Gees",1,6.92303401696106,0.203627773778776,0.151401537326481
"903",23,1974,1986,15.22,6.71,"Gareau Sophie","University of Ottawa Gee-Gees",0,16.6334752832954,0.415233250719939,0.0449906632366958
"904",24,2052,2064,14.85,-11.8,"Aubin Ariane","University of Ottawa Gee-Gees",0,18.9674062538872,-0.671447417697478,0.0269087918295578
"905",25,2116,2128,7.98,-4.3,"Berta Sydney","Carleton Ravens",0,9.06478902126244,-0.494240233226284,0.103718769401447
"906",26,2243,2255,6.33,-0.789999999999999,"Fillion Alice","University of Ottawa Gee-Gees",0,6.37910652050896,-0.124160555505852,0.153405740853206
"907",27,2361,2373,5.87,3.48,"Guimond Lanie","Carleton Ravens",0,6.82402373970079,0.535141841305053,0.161422472422387
"908",28,2473,2485,15.31,-0.41,"Callocchia Angelina","Carleton Ravens",0,15.3154888919682,-0.0267734833441345,0.0496512641152205
"909",29,2560,2572,5.59,-1.93,"Biesenthal Alyssa","University of Ottawa Gee-Gees",0,5.91379742635813,-0.33244533379351,0.156913332349436
"910",30,2586,2598,18.15,-5.53,"Devine Olivianne","University of Ottawa Gee-Gees",0,18.9737555586658,-0.295747746990275,0.028785607529657
"911",31,2606,2618,11.73,-5.44,"Proulx Angelique","University of Ottawa Gee-Gees",0,12.9300618714684,-0.434244320796801,0.063497214343297
"912",32,2627,2639,8.16,3.29,"MacDonald Jaimee","University of Ottawa Gee-Gees",0,8.79827824065596,0.383250143971279,0.124024192701284
"913",33,2692,2704,19.16,-0.98,"Reedman Kathleen","University of Ottawa Gee-Gees",0,19.1850462600433,-0.0511036916967902,0.0292337153824908
"914",34,2694,2706,6.23,-8,"Aubin Ariane","University of Ottawa Gee-Gees",0,10.1396696198643,-0.909147674063526,0.0842517151912129
"915",35,2835,2847,20.17,9.46,"Hunter Nicole","Carleton Ravens",0,22.2782517267401,0.438552476739303,0.0208774387391103
"916",36,2883,2895,6.23,4.72,"Weller Emma","Carleton Ravens",0,7.81609237407031,0.648362892390814,0.145965832809221
"917",37,2909,2921,14.76,4.43,"Weller Emma","Carleton Ravens",0,15.4104672219891,0.291581103011008,0.0518730145721855
"918",38,2946,2958,15.58,-10.85,"Clavelle Alexe","University of Ottawa Gee-Gees",0,18.9857551864549,-0.608309572112782,0.0271511316253152
"919",39,3106,3118,19.8,-5.34,"Callocchia Angelina","Carleton Ravens",0,20.5074523039796,-0.263429372531524,0.0234490390079603
"920",40,3158,3170,15.49,2.06,"Gareau Sophie","University of Ottawa Gee-Gees",0,15.6263783392058,0.132213223010304,0.0489868010107237
"921",41,3211,3223,17.97,-4.68,"Clavelle Alexe","University of Ottawa Gee-Gees",0,18.5694184076939,-0.254774588019894,0.0306523145236737
"922",42,3223,3235,5.41,-1.93,"Devine Olivianne","University of Ottawa Gee-Gees",0,5.74395334242889,-0.342672611239702,0.159855275505408
