ID,start,end,duration,pos_x,pos_y,player,team,action,half
20,1737,1749,12,43.82,24.87,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,2
21,1810,1822,12,50.14,4.37,Lavallee Audrey,Carabins Universite de Montreal,Shots on goal,2
22,1925,1937,12,41.25,15.94,Gervais Audrey,Carabins Universite de Montreal,Shots on goal,2
23,1932,1944,12,47.94,5.22,Pouliot Raphaеlle,Carabins Universite de Montreal,Shots on goal,2
24,1943,1955,12,56.65,7.97,Macmillan Alyssa,University of Ottawa Gee-Gees,Shots on goal,2
25,2068,2080,12,56.74,18.32,Dondo Breanne,Carabins Universite de Montreal,Shots on goal,2
26,2218,2230,12,48.13,4.75,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,2
27,2276,2288,12,46.57,17.65,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,2
28,2453,2465,12,48.03,24.39,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
29,2482,2494,12,50.23,18.6,Gervais Audrey,Carabins Universite de Montreal,Shots on goal,2
30,2562,2574,12,47.76,1.99,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
31,2759,2771,12,53.17,12.91,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,2
32,3084,3096,12,47.94,20.88,Macmillan Alyssa,University of Ottawa Gee-Gees,Shots on goal,2
33,3582,3594,12,49.23,21.92,Proulx Angelique,University of Ottawa Gee-Gees,Shots on goal,3
34,3694,3706,12,45.83,8.83,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,3
35,3695,3707,12,53.81,12.34,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,3
36,3797,3809,12,50.6,5.31,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,3
37,3872,3884,12,55.18,11.01,Lefebvre Mylene,Carabins Universite de Montreal,Shots on goal,3
38,3892,3904,12,54.27,14.05,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
39,4059,4071,12,54.27,1.23,Minville Ariane,University of Ottawa Gee-Gees,Shots on goal,3
40,4065,4077,12,59.31,19.08,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,3
41,4154,4166,12,47.76,10.91,Paquin Emilie-Renee,Carabins Universite de Montreal,Shots on goal,3
42,4231,4243,12,48.13,14.9,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
43,4235,4247,12,46.2,15,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
44,4240,4252,12,58.12,10.82,Lefebvre Mylene,Carabins Universite de Montreal,Shots on goal,3
45,4244,4256,12,50.42,8.64,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
46,4384,4396,12,43.63,23.92,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,3
47,4389,4401,12,59.68,17.65,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,3
48,4411,4423,12,51.06,6.93,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,3
49,4433,4445,12,55.18,11.01,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,3
50,4872,4884,12,50.51,23.35,Lalonde Kylie,University of Ottawa Gee-Gees,Shots on goal,3
51,5145,5157,12,53.08,15.28,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,3
52,5145,5157,12,54.18,13,Fillion Alice,University of Ottawa Gee-Gees,Goals,3
53,5145,5157,12,54.18,13,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,3
54,5200,5212,12,44.09,24.3,Poire-Lehoux Amelie,Carabins Universite de Montreal,Goals,3
55,5200,5212,12,44.09,24.3,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,3
