ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,19,31,12,36.85,17.75,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,1
2,72,84,12,56.93,21.07,Garand Joannie,Carabins Universite de Montreal,Shots on goal,1
3,150,162,12,42.72,1.33,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,1
4,318,330,12,42.9,10.16,Lavictoire Sandrine,Concordia Stingers,Shots on goal,1
5,640,652,12,50.23,20.78,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,1
6,862,874,12,50.05,17.73,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
7,911,923,12,56.38,16.19,Thibault Zoe,Concordia Stingers,Goals,1
8,911,923,12,56.38,16.19,Thibault Zoe,Concordia Stingers,Shots on goal,1
9,1094,1106,12,55.37,9.64,Duchesneau Chloe,Carabins Universite de Montreal,Shots on goal,1
10,1180,1192,12,49.4,15.14,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,1
11,1181,1193,12,56.33,14.57,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,1
12,1201,1213,12,44.44,19.68,Nadeau Kelly-Ann,Carabins Universite de Montreal,Goals,1
13,1201,1213,12,44.44,19.68,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,1
14,1242,1254,12,51.05,12.15,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,1
15,1311,1323,12,39.57,23.89,Duchesneau Chloe,Carabins Universite de Montreal,Shots on goal,1
16,1341,1353,12,50.72,1.3,Fontaine Laurie,Carabins Universite de Montreal,Shots on goal,1
17,1492,1504,12,50.63,5.83,Lalancette Stephanie,Concordia Stingers,Shots on goal,1
18,1503,1515,12,56,15.63,Gendreau Chloe,Concordia Stingers,Goals,1
19,1503,1515,12,56,15.63,Gendreau Chloe,Concordia Stingers,Shots on goal,1
20,1571,1583,12,48.16,7.37,Fecteau Emmy,Concordia Stingers,Shots on goal,1
21,1627,1639,12,41.47,10.61,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,1
22,1696,1708,12,50.05,11.29,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,2
23,1715,1727,12,41.98,23.25,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,2
24,1817,1829,12,40.06,1.9,Thibault Zoe,Concordia Stingers,Shots on goal,2
25,1827,1839,12,56.1,19.08,Yelle Justine,Concordia Stingers,Shots on goal,2
26,2065,2077,12,41.62,16.13,Thibault Zoe,Concordia Stingers,Shots on goal,2
27,2192,2204,12,51.98,6.55,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,2
28,2192,2204,12,52.89,12.72,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
29,2220,2232,12,40.79,4.75,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,2
30,2328,2340,12,53.72,6.45,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
31,2433,2445,12,54.45,13.29,Bernier Marie-Pascale,Concordia Stingers,Goals,2
32,2433,2445,12,54.45,13.29,Bernier Marie-Pascale,Concordia Stingers,Shots on goal,2
33,2537,2549,12,47.76,2.18,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,2
34,2690,2702,12,49.59,18.13,Fecteau Emmy,Concordia Stingers,Shots on goal,2
35,2741,2753,12,50.78,1.14,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,2
36,2743,2755,12,56.01,11.58,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
37,2839,2851,12,56.01,11.67,Garand Joannie,Carabins Universite de Montreal,Goals,2
38,2839,2851,12,56.01,11.67,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
39,2925,2937,12,38.96,24.58,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,2
40,3074,3086,12,48.4,20.5,Fecteau Emmy,Concordia Stingers,Shots on goal,2
41,3117,3129,12,44.64,2.94,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,2
42,3158,3170,12,49.68,6.26,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,2
43,3160,3172,12,55.83,12.34,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,2
44,3382,3394,12,56.74,14.9,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
45,3406,3418,12,42.44,11.01,Fontaine Laurie,Carabins Universite de Montreal,Shots on goal,2
46,3408,3420,12,56.1,12.62,Poire-Lehoux Amelie,Carabins Universite de Montreal,Goals,2
47,3408,3420,12,56.1,12.62,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,2
48,3498,3510,12,53.63,10.44,Boulanger Jessika,Carabins Universite de Montreal,Goals,2
49,3498,3510,12,53.63,10.44,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,2
50,3640,3652,12,40.79,4.94,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
51,3746,3758,12,49.96,9.49,Yelle Justine,Concordia Stingers,Shots on goal,3
52,3756,3768,12,48.86,7.78,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,3
53,3938,3950,12,46.2,23.06,Faubert Annabel,Carabins Universite de Montreal,Goals,3
54,3938,3950,12,46.2,23.06,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,3
55,4161,4173,12,42.81,22.59,Manarolis Maria,Concordia Stingers,Goals,3
56,4161,4173,12,42.81,22.59,Manarolis Maria,Concordia Stingers,Shots on goal,3
57,4213,4225,12,53.9,8.92,Bernier Marie-Pascale,Concordia Stingers,Shots on goal,3
58,4484,4496,12,43.45,2.85,Lemelin Stephanie,Concordia Stingers,Shots on goal,3
59,4623,4635,12,49.5,19.36,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
60,4932,4944,12,43.08,6.45,Pouliot Raphaеlle,Carabins Universite de Montreal,Goals,3
61,4932,4944,12,43.08,6.45,Pouliot Raphaеlle,Carabins Universite de Montreal,Shots on goal,3
62,5088,5100,12,45.28,5.98,Lalancette Stephanie,Concordia Stingers,Goals,3
63,5088,5100,12,45.28,5.98,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
64,5234,5246,12,41.16,19.27,Calderone Alexandra,Concordia Stingers,Shots on goal,3
