ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,312,324,12,36.21,24.77,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,1
2,351,363,12,52.43,18.79,Todd Jade,University of Ottawa Gee-Gees,Shots on goal,1
3,402,414,12,53.26,17.46,Jardin Laura,McGill Martlets,Shots on goal,1
4,404,416,12,53.17,9.02,Stasiuk Cassidy,McGill Martlets,Shots on goal,1
5,435,447,12,44.73,16.7,Downie-Landry Jade,McGill Martlets,Shots on goal,1
6,498,510,12,50.97,18.6,Labrecque Marika,McGill Martlets,Shots on goal,1
7,616,628,12,31.53,23.92,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,1
8,668,680,12,41.62,3.13,Jardin Laura,McGill Martlets,Shots on goal,1
9,1068,1080,12,48.58,21.26,Lalonde Kylie,University of Ottawa Gee-Gees,Shots on goal,1
10,1161,1173,12,51.61,8.73,Labrecque Marika,McGill Martlets,Shots on goal,1
11,1190,1202,12,53.53,24.01,MacLean Kate,University of Ottawa Gee-Gees,Shots on goal,1
12,1285,1297,12,53.53,7.78,Rankin Katie,McGill Martlets,Shots on goal,1
13,1659,1671,12,35.66,21.54,Desjardins Stephanie,McGill Martlets,Shots on goal,1
14,1689,1701,12,46.93,19.27,Downie-Landry Jade,McGill Martlets,Shots on goal,1
15,1691,1703,12,56.74,15.19,Colizza Chrissy,McGill Martlets,Shots on goal,1
16,1806,1818,12,51.98,16.51,Rankin Katie,McGill Martlets,Shots on goal,1
17,1980,1992,12,50.14,18.41,Rankin Katie,McGill Martlets,Shots on goal,2
18,2271,2283,12,54.18,5.16,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,2
19,2500,2512,12,43.27,14.07,Mura Elizabeth,McGill Martlets,Shots on goal,2
20,2506,2518,12,53.08,5.06,Downie-Landry Jade,McGill Martlets,Shots on goal,2
21,2605,2617,12,48.03,11.44,Downie-Landry Jade,McGill Martlets,Shots on goal,2
22,2702,2714,12,43.54,5.77,Verbruggen Raelene,McGill Martlets,Shots on goal,2
23,2781,2793,12,42.35,18.62,Reedman Kathleen,University of Ottawa Gee-Gees,Shots on goal,2
24,2789,2801,12,45.1,2.53,Minville Ariane,University of Ottawa Gee-Gees,Shots on goal,2
25,2843,2855,12,46.48,21.05,Deaudelin Christine,University of Ottawa Gee-Gees,Shots on goal,2
26,2894,2906,12,43.27,15.08,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
27,3076,3088,12,44.73,20.55,Downie-Landry Jade,McGill Martlets,Shots on goal,2
28,3193,3205,12,54.18,15.38,Fillion Alice,University of Ottawa Gee-Gees,Goals,2
29,3193,3205,12,54.18,15.38,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
30,3253,3265,12,55,11.74,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,2
31,3504,3516,12,50.05,10.12,Proulx Angelique,University of Ottawa Gee-Gees,Shots on goal,2
32,3594,3606,12,52.62,21.86,Birkby Katherine,University of Ottawa Gee-Gees,Shots on goal,2
33,3723,3735,12,51.79,16.19,McCallum Makenzie,McGill Martlets,Shots on goal,2
34,3786,3798,12,57.29,11.44,Downie-Landry Jade,McGill Martlets,Shots on goal,2
35,3791,3803,12,44.18,13.97,Labrecque Marika,McGill Martlets,Shots on goal,2
36,3799,3811,12,49.5,0.91,Downie-Landry Jade,McGill Martlets,Shots on goal,2
