ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,144,156,12,39.88,24.01,Calderone Alexandra,Concordia Stingers,Shots on goal,1
2,379,391,12,55.64,21.45,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
3,481,493,12,39.88,5.69,Philbert Leonie,Concordia Stingers,Shots on goal,1
4,546,558,12,46.02,4.37,Chiasson Noemie,Carabins Universite de Montreal,Shots on goal,1
5,566,578,12,52.62,15.28,Bureau-Gagnon Megan,Concordia Stingers,Shots on goal,1
6,747,759,12,46.48,20.03,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
7,772,784,12,54.82,11.1,Belzile Audrey,Concordia Stingers,Shots on goal,1
8,789,801,12,45.38,4.56,Lalancette Stephanie,Concordia Stingers,Shots on goal,1
9,800,812,12,49.59,24.11,Lavoie Emilie,Concordia Stingers,Shots on goal,1
10,819,831,12,54.36,10.82,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
11,820,832,12,53.9,13.19,Boulanger Alexandra,Concordia Stingers,Shots on goal,1
12,882,894,12,53.63,13,Boulanger Alexandra,Concordia Stingers,Shots on goal,1
13,998,1010,12,54.36,17.94,Lalancette Stephanie,Concordia Stingers,Shots on goal,1
14,1058,1070,12,47.39,18.98,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
15,1284,1296,12,47.03,20.31,Bezeau-Tremblay Marilou,Carabins Universite de Montreal,Shots on goal,1
16,1448,1460,12,47.58,21.54,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,1
17,1479,1491,12,45.83,13.38,Garand Joannie,Carabins Universite de Montreal,Shots on goal,1
18,1508,1520,12,30.71,9.21,Garand Joannie,Carabins Universite de Montreal,Shots on goal,1
19,1628,1640,12,53.53,8.92,Lalancette Stephanie,Concordia Stingers,Shots on goal,2
20,1643,1655,12,54.73,10.16,Belzile Audrey,Concordia Stingers,Shots on goal,2
21,1705,1717,12,52.8,12.91,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
22,1757,1769,12,49.32,11.67,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,2
23,1818,1830,12,45.19,10.82,Fontaine Laurie,Carabins Universite de Montreal,Shots on goal,2
24,1933,1945,12,44.83,18.7,Chiasson Noemie,Carabins Universite de Montreal,Shots on goal,2
25,1994,2006,12,48.68,9.68,Lefebvre Mylene,Carabins Universite de Montreal,Shots on goal,2
26,2093,2105,12,48.77,23.54,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,2
27,2409,2421,12,56.56,22.68,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,2
28,2441,2453,12,39.88,24.01,Bezeau-Tremblay Marilou,Carabins Universite de Montreal,Shots on goal,2
29,2492,2504,12,56.83,9.21,Dumont Camille,Carabins Universite de Montreal,Shots on goal,2
30,2509,2521,12,51.43,21.07,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
31,2555,2567,12,55,15.94,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,2
32,2637,2649,12,53.17,12.43,Paquin Emilie-Renee,Carabins Universite de Montreal,Shots on goal,2
33,2761,2773,12,52.98,4.65,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
34,2827,2839,12,51.61,11.58,Bureau-Gagnon Megan,Concordia Stingers,Shots on goal,2
35,2892,2904,12,50.51,7.88,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,2
36,3269,3281,12,52.71,13.29,Gendreau Chloe,Concordia Stingers,Shots on goal,3
37,3403,3415,12,48.58,6.36,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
38,3555,3567,12,51.43,19.55,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,3
39,3604,3616,12,52.43,13.38,Drapeau Jessymaude,Concordia Stingers,Shots on goal,3
40,3764,3776,12,47.58,18.7,Fontaine Laurie,Carabins Universite de Montreal,Shots on goal,3
41,4267,4279,12,51.52,21.07,Terriault Marie,Carabins Universite de Montreal,Shots on goal,3
42,4501,4513,12,41.43,22.4,Bezeau-Tremblay Marilou,Carabins Universite de Montreal,Shots on goal,3
43,4585,4597,12,33.64,3.89,Laganiere Brigitte,Concordia Stingers,Shots on goal,3
44,4643,4655,12,55.55,16.42,Gendreau Chloe,Concordia Stingers,Shots on goal,3
45,4681,4693,12,47.12,19.84,Calderone Alexandra,Concordia Stingers,Shots on goal,3
46,4802,4814,12,47.67,19.27,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,3
47,5049,5061,12,40.52,9.21,Lalancette Stephanie,Concordia Stingers,Shots on goal,4
48,5069,5081,12,56.47,11.58,Laganiere Brigitte,Concordia Stingers,Shots on goal,4
49,5081,5093,12,52.43,13.67,Bezeau-Tremblay Marilou,Carabins Universite de Montreal,Shots on goal,4
50,5181,5193,12,51.06,19.17,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,4
51,5239,5251,12,46.38,9.97,Lalancette Stephanie,Concordia Stingers,Goals,4
52,5239,5251,12,46.38,9.97,Lalancette Stephanie,Concordia Stingers,Shots on goal,4
