ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,205,217,12,49.68,21.54,Fecteau Emmy,Concordia Stingers,Shots on goal,1
2,215,227,12,41.25,19.17,Calderone Alexandra,Concordia Stingers,Shots on goal,1
3,225,237,12,56.38,22.11,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
4,227,239,12,55.83,15,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
5,306,318,12,48.68,8.83,Todd Jade,University of Ottawa Gee-Gees,Shots on goal,1
6,338,350,12,50.23,13.1,Birkby Katherine,University of Ottawa Gee-Gees,Shots on goal,1
7,340,352,12,55,14.05,Todd Jade,University of Ottawa Gee-Gees,Shots on goal,1
8,715,727,12,49.41,8.45,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,1
9,983,995,12,46.57,2.37,Hale Olivia,Concordia Stingers,Shots on goal,1
10,1004,1016,12,49.23,17.94,Biesenthal Alyssa,University of Ottawa Gee-Gees,Shots on goal,1
11,1005,1017,12,54.73,12.34,Vail Kiah,University of Ottawa Gee-Gees,Shots on goal,1
12,1036,1048,12,42.99,6.26,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,1
13,1070,1082,12,49.78,3.7,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
14,1100,1112,12,52.62,15,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
15,1103,1115,12,46.02,9.02,Lemelin Stephanie,Concordia Stingers,Shots on goal,1
16,1105,1117,12,51.7,18.03,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
17,1113,1125,12,53.81,17.37,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,1
18,1177,1189,12,47.76,18.51,Thibault Zoe,Concordia Stingers,Shots on goal,1
19,1230,1242,12,55.09,14.14,Rodrigue Audrey-Ann,Concordia Stingers,Shots on goal,1
20,1288,1300,12,55,14.14,Manarolis Maria,Concordia Stingers,Shots on goal,1
21,1402,1414,12,52.16,14.62,Aubin Ariane,University of Ottawa Gee-Gees,Goals,1
22,1402,1414,12,52.16,14.62,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,1
23,1787,1799,12,46.2,23.73,Hale Olivia,Concordia Stingers,Goals,2
24,1787,1799,12,46.2,23.73,Hale Olivia,Concordia Stingers,Shots on goal,2
25,1851,1863,12,40.43,22.11,Hale Olivia,Concordia Stingers,Shots on goal,2
26,2253,2265,12,41.25,16.42,Hale Olivia,Concordia Stingers,Shots on goal,2
27,2317,2329,12,54.08,13.38,Fecteau Emmy,Concordia Stingers,Goals,2
28,2317,2329,12,54.08,13.38,Fecteau Emmy,Concordia Stingers,Shots on goal,2
29,2439,2451,12,42.72,4.56,Lemelin Stephanie,Concordia Stingers,Shots on goal,2
30,2577,2589,12,54.54,16.23,Biesenthal Alyssa,University of Ottawa Gee-Gees,Shots on goal,2
31,2608,2620,12,45.1,11.86,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
32,2705,2717,12,51.7,18.7,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,2
33,2738,2750,12,54.45,17.27,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,2
34,2934,2946,12,51.15,8.35,Lalancette Stephanie,Concordia Stingers,Shots on goal,2
35,2956,2968,12,47.3,14.52,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
36,3115,3127,12,47.39,18.32,Fecteau Emmy,Concordia Stingers,Shots on goal,2
37,3135,3147,12,55.37,11.58,Bernier Marie-Pascale,Concordia Stingers,Goals,2
38,3135,3147,12,55.37,11.58,Bernier Marie-Pascale,Concordia Stingers,Shots on goal,2
39,3190,3202,12,47.94,16.61,Macmillan Alyssa,University of Ottawa Gee-Gees,Shots on goal,2
40,3370,3382,12,51.15,13.38,Fecteau Emmy,Concordia Stingers,Goals,2
41,3370,3382,12,51.15,13.38,Fecteau Emmy,Concordia Stingers,Shots on goal,2
42,3627,3639,12,44.46,15.28,Kraczynski Mikaila,University of Ottawa Gee-Gees,Shots on goal,3
43,3676,3688,12,53.99,15.19,Lavoie Emilie,Concordia Stingers,Shots on goal,3
44,3716,3728,12,39.97,12.72,Laganiere Brigitte,Concordia Stingers,Shots on goal,3
45,3834,3846,12,57.11,11.1,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,3
46,3899,3911,12,41.98,6.07,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
47,3947,3959,12,53.9,6.26,Lavoie Emilie,Concordia Stingers,Shots on goal,3
48,3949,3961,12,53.26,10.82,Thibault Zoe,Concordia Stingers,Shots on goal,3
49,3956,3968,12,45.93,6.64,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
50,3959,3971,12,56.28,12.15,Thibault Zoe,Concordia Stingers,Goals,3
51,3959,3971,12,56.28,12.15,Thibault Zoe,Concordia Stingers,Shots on goal,3
