ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,8,20,12,55.92,13,Downie-Landry Jade,McGill Martlets,Shots on goal,1
2,19,31,12,55.46,14.62,Poire-Lehoux Amelie,Carabins Universite de Montreal,Goals,1
3,19,31,12,55.46,14.62,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,1
4,144,156,12,48.86,23.73,Duchesneau Chloe,Carabins Universite de Montreal,Shots on goal,1
5,148,160,12,55.37,11.58,Pouliot Raphaеlle,Carabins Universite de Montreal,Shots on goal,1
6,192,204,12,39.14,24.96,Gervais Audrey,Carabins Universite de Montreal,Shots on goal,1
7,298,310,12,50.23,17.18,Duchesneau Chloe,Carabins Universite de Montreal,Shots on goal,1
8,388,400,12,55.83,14.43,Jardin Laura,McGill Martlets,Shots on goal,1
9,564,576,12,51.06,7.5,Downie-Landry Jade,McGill Martlets,Shots on goal,1
10,659,671,12,44.55,23.44,Vaananen Mia,McGill Martlets,Shots on goal,1
11,687,699,12,48.58,21.64,Lefebvre Mylene,Carabins Universite de Montreal,Shots on goal,1
12,711,723,12,49.32,6.45,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,1
13,845,857,12,50.05,10.82,Piers Emma,McGill Martlets,Shots on goal,1
14,893,905,12,52.98,11.48,Jardin Laura,McGill Martlets,Shots on goal,1
15,983,995,12,43.73,20.88,Verbruggen Raelene,McGill Martlets,Shots on goal,1
16,991,1003,12,44,15.19,Downie-Landry Jade,McGill Martlets,Shots on goal,1
17,1025,1037,12,56.83,11.2,Lefebvre Mylene,Carabins Universite de Montreal,Shots on goal,1
18,1084,1096,12,44.64,10.63,Chang Mika,McGill Martlets,Shots on goal,1
19,1159,1171,12,42.53,15.47,MacLellan Lydia,McGill Martlets,Shots on goal,1
20,1332,1344,12,45.28,22.97,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,1
21,1341,1353,12,41.71,8.45,Gervais Audrey,Carabins Universite de Montreal,Shots on goal,1
22,1354,1366,12,48.31,20.12,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,1
23,1748,1760,12,53.17,18.98,Labrecque Marika,McGill Martlets,Shots on goal,2
24,1751,1763,12,53.53,3.13,Downie-Landry Jade,McGill Martlets,Shots on goal,2
25,1975,1987,12,40.43,5.88,Dondo Breanne,Carabins Universite de Montreal,Shots on goal,2
26,2000,2012,12,55.46,12.62,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
27,2092,2104,12,49.41,17.37,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,2
28,2280,2292,12,54.08,16.13,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,2
29,2348,2360,12,49.5,20.22,Terriault Marie,Carabins Universite de Montreal,Shots on goal,2
30,2430,2442,12,54.63,11.29,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
31,2525,2537,12,39.88,7.21,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,2
32,2629,2641,12,51.98,15.85,Downie-Landry Jade,McGill Martlets,Shots on goal,2
33,2683,2695,12,53.63,16.32,McCallum Makenzie,McGill Martlets,Shots on goal,2
34,2694,2706,12,51.7,22.11,McCallum Makenzie,McGill Martlets,Shots on goal,2
35,2812,2824,12,54.45,11.67,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
36,2849,2861,12,59.77,6.64,Paquin Emilie-Renee,Carabins Universite de Montreal,Shots on goal,2
37,2874,2886,12,48.49,7.31,Colizza Chrissy,McGill Martlets,Shots on goal,2
38,2934,2946,12,53.26,15.75,Garand Joannie,Carabins Universite de Montreal,Shots on goal,2
39,3121,3133,12,51.61,22.59,Labrecque Marika,McGill Martlets,Shots on goal,2
40,3140,3152,12,53.44,7.12,Pelletier Justine,Carabins Universite de Montreal,Shots on goal,2
41,3365,3377,12,39.88,21.73,Vaananen Mia,McGill Martlets,Shots on goal,3
42,3403,3415,12,55.64,13.76,Colizza Chrissy,McGill Martlets,Shots on goal,3
43,3572,3584,12,47.94,21.16,Jardin Laura,McGill Martlets,Shots on goal,3
44,3623,3635,12,41.25,10.63,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,3
45,3843,3855,12,55.37,11.67,Colizza Chrissy,McGill Martlets,Shots on goal,3
46,3853,3865,12,47.85,11.2,Desjardins Stephanie,McGill Martlets,Shots on goal,3
47,3856,3868,12,54.91,9.02,Downie-Landry Jade,McGill Martlets,Goals,3
48,3856,3868,12,54.91,9.02,Downie-Landry Jade,McGill Martlets,Shots on goal,3
49,3990,4002,12,48.86,22.02,MacLellan Lydia,McGill Martlets,Shots on goal,3
50,4062,4074,12,54.08,9.87,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
51,4069,4081,12,44.46,4.37,Fontaine Laurie,Carabins Universite de Montreal,Shots on goal,3
52,4304,4316,12,46.38,20.41,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
