ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,54,66,12,42.9,3.99,Proulx Angelique,University of Ottawa Gee-Gees,Shots on goal,1
2,129,141,12,54.27,10.82,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,1
3,237,249,12,48.95,7.31,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,1
4,325,337,12,54.63,14.05,Beard Justina,Carleton Ravens,Shots on goal,1
5,554,566,12,58.76,22.78,Macmillan Alyssa,University of Ottawa Gee-Gees,Shots on goal,1
6,589,601,12,51.06,24.87,Smythe Emily,Carleton Ravens,Shots on goal,1
7,623,635,12,52.62,15.38,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,1
8,725,737,12,42.99,18.03,Cole-Ashbury Rhys,Carleton Ravens,Shots on goal,1
9,825,837,12,51.43,11.1,Smythe Emily,Carleton Ravens,Shots on goal,1
10,923,935,12,39.88,2.09,Andrews Samantha,Carleton Ravens,Shots on goal,1
11,1030,1042,12,52.8,17.94,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,1
12,1045,1057,12,46.75,19.36,MacLean Kate,University of Ottawa Gee-Gees,Shots on goal,1
13,1054,1066,12,56.38,10.72,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,1
14,1211,1223,12,51.24,18.7,Grosso Jackie,Carleton Ravens,Shots on goal,1
15,1257,1269,12,52.34,16.32,Smythe Emily,Carleton Ravens,Shots on goal,1
16,1355,1367,12,41.98,4.84,Unis-Thibault Hanna,Carleton Ravens,Shots on goal,1
17,1404,1416,12,53.99,12.62,Birkby Katherine,University of Ottawa Gee-Gees,Shots on goal,2
18,1679,1691,12,49.68,8.07,Lalonde Kylie,University of Ottawa Gee-Gees,Shots on goal,2
19,1746,1758,12,51.79,15.09,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
20,1920,1932,12,53.26,17.46,Scott Taylor,University of Ottawa Gee-Gees,Shots on goal,2
21,1922,1934,12,54.18,11.1,Birkby Katherine,University of Ottawa Gee-Gees,Goals,2
22,1922,1934,12,54.18,11.1,Birkby Katherine,University of Ottawa Gee-Gees,Shots on goal,2
23,1974,1986,12,45.74,5.79,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,2
24,2052,2064,12,46.11,24.3,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,2
25,2116,2128,12,52.98,16.8,Berta Sydney,Carleton Ravens,Shots on goal,2
26,2243,2255,12,54.63,13.29,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,2
27,2361,2373,12,55.09,9.02,Guimond Lanie,Carleton Ravens,Shots on goal,2
28,2473,2485,12,45.65,12.91,Callocchia Angelina,Carleton Ravens,Shots on goal,2
29,2560,2572,12,55.37,14.43,Biesenthal Alyssa,University of Ottawa Gee-Gees,Shots on goal,2
30,2586,2598,12,42.81,18.03,Devine Olivianne,University of Ottawa Gee-Gees,Shots on goal,2
31,2606,2618,12,49.23,17.94,Proulx Angelique,University of Ottawa Gee-Gees,Shots on goal,2
32,2627,2639,12,52.8,9.21,MacDonald Jaimee,University of Ottawa Gee-Gees,Shots on goal,2
33,2692,2704,12,41.8,13.48,Reedman Kathleen,University of Ottawa Gee-Gees,Shots on goal,2
34,2694,2706,12,54.73,20.5,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,2
35,2835,2847,12,40.79,3.04,Hunter Nicole,Carleton Ravens,Shots on goal,3
36,2883,2895,12,54.73,7.78,Weller Emma,Carleton Ravens,Shots on goal,3
37,2909,2921,12,46.2,8.07,Weller Emma,Carleton Ravens,Shots on goal,3
38,2946,2958,12,45.38,23.35,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,3
39,3106,3118,12,41.16,17.84,Callocchia Angelina,Carleton Ravens,Shots on goal,3
40,3158,3170,12,45.47,10.44,Gareau Sophie,University of Ottawa Gee-Gees,Shots on goal,3
41,3211,3223,12,42.99,17.18,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,3
42,3223,3235,12,55.55,14.43,Devine Olivianne,University of Ottawa Gee-Gees,Shots on goal,3
43,3230,3242,12,40.15,4.37,Kraczynski Mikaila,University of Ottawa Gee-Gees,Shots on goal,3
44,3251,3263,12,52.34,11.48,Smythe Emily,Carleton Ravens,Shots on goal,3
45,3282,3294,12,49.41,18.32,MacDonald Jaimee,University of Ottawa Gee-Gees,Shots on goal,3
46,3283,3295,12,55.37,14.52,Aubin Ariane,University of Ottawa Gee-Gees,Shots on goal,3
47,3364,3376,12,50.6,16.61,Bullock Victoria,Carleton Ravens,Shots on goal,3
48,3381,3393,12,55.37,11.01,Clavelle Alexe,University of Ottawa Gee-Gees,Shots on goal,3
49,3402,3414,12,50.23,9.59,MacLean Kate,University of Ottawa Gee-Gees,Shots on goal,3
50,3432,3444,12,54.82,13.19,Berta Sydney,Carleton Ravens,Shots on goal,3
51,3587,3599,12,55.09,13.1,Gagnon Arianne,University of Ottawa Gee-Gees,Shots on goal,3
52,3835,3847,12,48.49,24.11,MacDonald Jaimee,University of Ottawa Gee-Gees,Shots on goal,3
53,3850,3862,12,50.51,3.8,Macmillan Alyssa,University of Ottawa Gee-Gees,Shots on goal,3
54,3891,3903,12,52.16,11.2,Smythe Emily,Carleton Ravens,Shots on goal,3
55,3928,3940,12,56.1,11.48,Fillion Alice,University of Ottawa Gee-Gees,Goals,3
56,3928,3940,12,56.1,11.48,Fillion Alice,University of Ottawa Gee-Gees,Shots on goal,3
