ID,start,end,duration,pos_x,pos_y,player,team,action,half
31,2485,2497,12,49.87,14.9,McCallum Makenzie,McGill Martlets,Shots on goal,2
32,2533,2545,12,44.09,7.5,Downie-Landry Jade,McGill Martlets,Shots on goal,2
33,2535,2547,12,54.82,13.67,Desjardins Stephanie,McGill Martlets,Goals,2
34,2535,2547,12,54.82,13.67,Desjardins Stephanie,McGill Martlets,Shots on goal,2
35,2973,2985,12,50.88,6.45,Kastelic Jaime,McGill Martlets,Shots on goal,2
36,2999,3011,12,51.61,6.74,Jardin Laura,McGill Martlets,Shots on goal,2
37,3027,3039,12,54.18,18.7,Downie-Landry Jade,McGill Martlets,Shots on goal,2
38,3031,3043,12,53.63,13.76,Desjardins Stephanie,McGill Martlets,Shots on goal,2
39,3073,3085,12,47.94,20.5,Downie-Landry Jade,McGill Martlets,Shots on goal,2
40,3179,3191,12,47.48,3.51,Quennec Kaleigh,Carabins Universite de Montreal,Shots on goal,2
41,3189,3201,12,48.86,19.93,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,2
42,3350,3362,12,48.49,22.78,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,3
43,3422,3434,12,55.37,11.39,Boulanger Jessika,Carabins Universite de Montreal,Goals,3
44,3422,3434,12,55.37,11.39,Boulanger Jessika,Carabins Universite de Montreal,Shots on goal,3
45,3474,3486,12,54.91,12.72,Rankin Katie,McGill Martlets,Shots on goal,3
46,3667,3679,12,47.76,24.01,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,3
47,3766,3778,12,44.83,6.45,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
48,3975,3987,12,52.89,10.35,Paquin Emilie-Renee,Carabins Universite de Montreal,Shots on goal,3
49,4034,4046,12,46.75,6.17,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
50,4040,4052,12,54.73,13.29,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
51,4286,4298,12,46.57,1.14,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,3
52,4545,4557,12,50.14,3.32,Labrecque Marika,McGill Martlets,Goals,3
53,4545,4557,12,50.14,3.32,Labrecque Marika,McGill Martlets,Shots on goal,3
54,4611,4623,12,47.39,20.88,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,3
55,4655,4667,12,48.68,20.6,Faubert Annabel,Carabins Universite de Montreal,Goals,3
56,4655,4667,12,48.68,20.6,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,3
57,4711,4723,12,44.46,7.59,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,3
58,4750,4762,12,45.38,5.79,Colizza Chrissy,McGill Martlets,Shots on goal,3
59,5059,5071,12,45.65,11.67,Downie-Landry Jade,McGill Martlets,Shots on goal,4
60,5172,5184,12,51.79,13.67,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,4
61,5173,5185,12,55.92,11.2,Veillette Audrey-Anne,Carabins Universite de Montreal,Shots on goal,4
62,5183,5195,12,43.73,12.81,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,4
63,5203,5215,12,49.04,4.75,Faubert Annabel,Carabins Universite de Montreal,Shots on goal,4
64,5349,5361,12,56.47,18.7,Jardin Laura,McGill Martlets,Shots on goal,4
65,5364,5376,12,49.87,9.78,Garand Joannie,Carabins Universite de Montreal,Shots on goal,4
66,5408,5420,12,53.35,18.03,Downie-Landry Jade,McGill Martlets,Shots on goal,4
67,5470,5482,12,49.04,5.5,Downie-Landry Jade,McGill Martlets,Shots on goal,5
68,5503,5515,12,52.8,12.72,Mura Elizabeth,McGill Martlets,Shots on goal,5
69,5505,5517,12,54.08,10.25,Mura Elizabeth,McGill Martlets,Shots on goal,5
70,5514,5526,12,53.53,10.82,Poire-Lehoux Amelie,Carabins Universite de Montreal,Shots on goal,5
71,5563,5575,12,49.32,9.3,Colizza Chrissy,McGill Martlets,Shots on goal,5
72,5579,5591,12,45.38,10.35,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,5
73,5581,5593,12,55.64,10.72,Nadeau Kelly-Ann,Carabins Universite de Montreal,Shots on goal,5
74,5636,5648,12,53.63,18.79,Jardin Laura,McGill Martlets,Shots on goal,5
75,5775,5787,12,54.18,12.43,Rankin Katie,McGill Martlets,Shots on goal,5
76,6134,6146,12,54.82,13.19,Downie-Landry Jade,McGill Martlets,Goals,255
