ID,start,end,duration,pos_x,pos_y,player,team,action,half
40,3783,3795,12,44.58,20.41,Fecteau Emmy,Concordia Stingers,Shots on goal,3
41,3832,3844,12,45.66,19.95,Andrews Samantha,Carleton Ravens,Shots on goal,3
42,3862,3874,12,40.45,9.71,Julien Ariane,Concordia Stingers,Goals,3
43,3862,3874,12,40.45,9.71,Julien Ariane,Concordia Stingers,Shots on goal,3
44,4057,4069,12,49.87,10.02,Drapeau Jessymaude,Concordia Stingers,Shots on goal,3
45,4067,4079,12,52.83,11.98,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,3
46,4358,4370,12,40.94,6.24,Veillette Sandrine,Concordia Stingers,Shots on goal,3
47,4374,4386,12,43.24,4.72,Julien Ariane,Concordia Stingers,Shots on goal,3
48,4477,4489,12,56.18,10.48,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
49,4529,4541,12,47.49,12.56,Fecteau Emmy,Concordia Stingers,Shots on goal,3
50,4550,4562,12,48.47,13.75,Drapeau Jessymaude,Concordia Stingers,Shots on goal,3
51,4593,4605,12,49.8,14.23,Gendreau Chloe,Concordia Stingers,Shots on goal,3
52,4594,4606,12,56.18,15.75,Manarolis Maria,Concordia Stingers,Shots on goal,3
53,4626,4638,12,49.09,9.84,Manarolis Maria,Concordia Stingers,Shots on goal,3
54,4673,4685,12,55.2,14.07,Boulanger Alexandra,Concordia Stingers,Shots on goal,3
55,4718,4730,12,60.07,6.96,Lengyel Kate,Carleton Ravens,Shots on goal,3
56,4744,4756,12,54.27,13,Lalancette Stephanie,Concordia Stingers,Goals,3
57,4744,4756,12,54.27,13,Lalancette Stephanie,Concordia Stingers,Shots on goal,3
58,4824,4836,12,40.58,7.36,Julien Ariane,Concordia Stingers,Shots on goal,3
59,4974,4986,12,50.06,12.56,Berta Sydney,Carleton Ravens,Shots on goal,3
60,4984,4996,12,56.62,10.72,Unis-Thibault Hanna,Carleton Ravens,Shots on goal,3
61,4984,4996,12,58.21,11.04,Unis-Thibault Hanna,Carleton Ravens,Shots on goal,3
62,5095,5107,12,42.18,21.11,Hunter Nicole,Carleton Ravens,Shots on goal,3
63,5123,5135,12,53.52,19.75,Grosso Jackie,Carleton Ravens,Shots on goal,3
64,5192,5204,12,49.71,11.36,Gendreau Chloe,Concordia Stingers,Goals,3
65,5192,5204,12,49.71,11.36,Gendreau Chloe,Concordia Stingers,Shots on goal,3
66,5307,5319,12,54.93,10.96,Manarolis Maria,Concordia Stingers,Shots on goal,3
67,5326,5338,12,45.54,6.96,Boulanger Alexandra,Concordia Stingers,Shots on goal,3
