ID,start,end,duration,pos_x,pos_y,player,team,action,half
1,37,49,12,48.13,15.75,McCallum Makenzie,McGill Martlets,Shots on goal,1
2,82,94,12,52.71,22.02,Bernier Marie-Pascale,Concordia Stingers,Shots on goal,1
3,118,130,12,51.61,8.16,Harley Megan,McGill Martlets,Shots on goal,1
4,179,191,12,48.58,14.81,Bureau-Gagnon Megan,Concordia Stingers,Shots on goal,1
5,288,300,12,51.52,18.89,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
6,375,387,12,50.42,11.01,Thibault Zoe,Concordia Stingers,Shots on goal,1
7,464,476,12,44.37,2.75,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
8,473,485,12,45.38,4.65,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
9,504,516,12,51.79,20.12,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
10,527,539,12,53.9,18.51,Lavoie Emilie,Concordia Stingers,Shots on goal,1
11,570,582,12,52.16,13.19,Desjardins Stephanie,McGill Martlets,Shots on goal,1
12,938,950,12,53.26,14.05,McCallum Makenzie,McGill Martlets,Shots on goal,1
13,960,972,12,51.88,6.36,Stasiuk Cassidy,McGill Martlets,Shots on goal,1
14,968,980,12,43.73,14.9,Kastelic Jaime,McGill Martlets,Shots on goal,1
15,1054,1066,12,49.32,11.2,Bernier Marie-Pascale,Concordia Stingers,Shots on goal,1
16,1079,1091,12,48.68,20.41,Lavoie Emilie,Concordia Stingers,Shots on goal,1
17,1141,1153,12,45.56,11.77,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
18,1165,1177,12,46.11,19.17,Julien Ariane,Concordia Stingers,Shots on goal,1
19,1263,1275,12,53.63,18.7,Laganiere Brigitte,Concordia Stingers,Shots on goal,1
20,1278,1290,12,46.84,13.95,Downie-Landry Jade,McGill Martlets,Shots on goal,1
21,1279,1291,12,53.99,11.01,Chang Mika,McGill Martlets,Shots on goal,1
22,1315,1327,12,54.82,15.66,Manarolis Maria,Concordia Stingers,Shots on goal,1
23,1416,1428,12,45.1,10.91,Piers Emma,McGill Martlets,Shots on goal,1
24,1454,1466,12,53.17,11.96,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
25,1460,1472,12,47.94,13.29,Drapeau Jessymaude,Concordia Stingers,Shots on goal,1
26,1494,1506,12,49.87,9.49,Fecteau Emmy,Concordia Stingers,Shots on goal,1
27,1565,1577,12,56.38,10.06,Begin-Cyr Rosalie,Concordia Stingers,Shots on goal,2
28,1691,1703,12,54.63,18.89,Labrecque Marika,McGill Martlets,Shots on goal,2
29,1707,1719,12,49.04,9.97,Boulanger Alexandra,Concordia Stingers,Shots on goal,2
30,1786,1798,12,52.07,22.49,Lavoie Emilie,Concordia Stingers,Shots on goal,2
31,1800,1812,12,52.71,19.93,Jardin Laura,McGill Martlets,Shots on goal,2
32,2061,2073,12,45.1,20.6,Manarolis Maria,Concordia Stingers,Shots on goal,2
33,2079,2091,12,44.83,19.65,Laganiere Brigitte,Concordia Stingers,Shots on goal,2
34,2202,2214,12,50.14,20.88,Mura Elizabeth,McGill Martlets,Goals,2
35,2202,2214,12,50.14,20.88,Mura Elizabeth,McGill Martlets,Shots on goal,2
36,2254,2266,12,53.81,14.71,Campbell Quynn,McGill Martlets,Shots on goal,2
37,2297,2309,12,45.65,21.35,Jardin Laura,McGill Martlets,Shots on goal,2
38,2376,2388,12,48.13,12.05,Lavoie Emilie,Concordia Stingers,Shots on goal,2
39,2407,2419,12,51.7,13.86,Lalancette Stephanie,Concordia Stingers,Shots on goal,2
40,2525,2537,12,42.81,14.71,Kastelic Jaime,McGill Martlets,Shots on goal,2
41,2612,2624,12,49.96,19.65,Laganiere Brigitte,Concordia Stingers,Shots on goal,2
42,2666,2678,12,40.15,13.29,Laganiere Brigitte,Concordia Stingers,Shots on goal,2
43,2852,2864,12,50.97,22.21,Desjardins Stephanie,McGill Martlets,Shots on goal,2
